index,0,1,2
26457,0.04741666666666667,0.1615714285714286,0.7910119047619049
26458,0.07733035714285715,0.3723363095238096,0.5503333333333331
26459,0.048208333333333325,0.060918650793650796,0.8908730158730159
26460,0.1585029761904762,0.185702380952381,0.655794642857143
26461,0.07075000000000001,0.12470833333333334,0.8045416666666667
26462,0.055458333333333325,0.11245833333333331,0.8320833333333334
26463,0.39897619047619065,0.6010238095238094,0.0
26464,0.03891666666666667,0.06562499999999999,0.8954583333333335
26465,0.042904761904761904,0.20095238095238094,0.7561428571428574
26466,0.06391666666666666,0.57575,0.36033333333333345
26467,0.0815625,0.15322916666666667,0.7652083333333334
26468,0.024958333333333336,0.03233333333333333,0.9427083333333333
26469,0.5173333333333333,0.1376845238095238,0.3449821428571429
26470,0.15263888888888888,0.2158720238095238,0.6314890873015874
26471,0.04323395612835098,0.13950991406354463,0.8172561298081044
26472,0.2228541666666667,0.2078095238095238,0.5693363095238094
26473,0.05116666666666667,0.03395833333333333,0.914875
26474,0.3817380952380953,0.6182619047619048,0.0
26475,0.4590039682539684,0.13889880952380954,0.40209722222222205
26476,0.038630952380952384,0.11653869047619049,0.844830357142857
26477,0.05963095238095239,0.1568928571428571,0.7834761904761904
26478,0.11137499999999999,0.07483333333333334,0.8137916666666666
26479,0.03702380952380953,0.12632142857142858,0.8366547619047622
26480,0.04688690476190477,0.05866666666666667,0.8944464285714285
26481,0.09473809523809522,0.35346428571428584,0.5517976190476191
26482,0.1609077380952381,0.12362500000000001,0.7154672619047621
26483,0.07366666666666667,0.2863333333333333,0.64
26484,0.13755059523809524,0.21871726190476193,0.6437321428571426
26485,0.04229166666666667,0.07297916666666668,0.8847291666666665
26486,0.09274999999999999,0.3317142857142857,0.5755357142857144
26487,0.10883333333333335,0.08183333333333334,0.8093333333333333
26488,0.09833333333333334,0.8596130952380951,0.042053571428571426
26489,0.01983333333333333,0.3238988095238095,0.6562678571428568
26490,0.07129954481792716,0.2532459733893558,0.6754544817927173
26491,0.011833333333333331,0.025333333333333333,0.9628333333333333
26492,0.042166666666666665,0.1900833333333334,0.7677499999999999
26493,0.5308273809523808,0.46667261904761914,0.0025
26494,0.09943452380952379,0.1343154761904762,0.7662499999999999
26495,0.12907440476190474,0.1564791666666667,0.7144464285714287
26496,0.16183531746031746,0.1147777777777778,0.7233869047619048
26497,0.08604761904761907,0.6614523809523809,0.2525
26498,0.37115277777777783,0.2541527777777777,0.37469444444444444
26499,0.029729090354090357,0.08336011904761906,0.8869107905982907
26500,0.10813392857142855,0.5488511904761907,0.3430148809523809
26501,0.12107142857142855,0.20845833333333338,0.6704702380952382
26502,0.03633928571428572,0.04545238095238095,0.9182083333333333
26503,0.2375535714285714,0.21047619047619048,0.551970238095238
26504,0.08377083333333334,0.2060565476190476,0.7101726190476191
26505,0.04390476190476191,0.12126190476190474,0.8348333333333331
26506,0.12223214285714286,0.8628035714285717,0.014964285714285715
26507,0.18107738095238093,0.8164226190476191,0.0025
26508,0.14377083333333338,0.37453273809523807,0.4816964285714285
26509,0.06783333333333333,0.13433333333333333,0.7978333333333335
26510,0.05104166666666668,0.2851547619047619,0.6638035714285715
26511,0.11708333333333332,0.1148549578059072,0.7680617088607594
26512,0.19168154761904765,0.1424375,0.6658809523809524
26513,0.055374999999999994,0.20736011904761906,0.7372648809523811
26514,0.15317261904761903,0.10955357142857144,0.7372738095238093
26515,0.5401994047619049,0.07125000000000002,0.3885505952380953
26516,0.0711875,0.25192361111111106,0.676888888888889
26517,0.31320833333333337,0.6867916666666666,0.0
26518,0.05429166666666667,0.17067261904761907,0.775035714285714
26519,0.5174642857142857,0.17738095238095236,0.3051547619047619
26520,0.03770833333333333,0.6686249999999998,0.29366666666666663
26521,0.0989166666666667,0.2628214285714286,0.6382619047619048
26522,0.08137499999999999,0.20550595238095237,0.7131190476190477
26523,0.12379464285714283,0.14355952380952386,0.7326458333333333
26524,0.06170833333333334,0.24820833333333334,0.6900833333333334
26525,0.26253571428571426,0.141014880952381,0.5964494047619047
26526,0.04828571428571429,0.10979166666666666,0.8419226190476189
26527,0.13313988095238102,0.4640565476190476,0.4028035714285715
26528,0.20605357142857147,0.7939464285714286,0.0
26529,0.370077380952381,0.06365476190476191,0.5662678571428571
26530,0.06716666666666665,0.21007142857142858,0.7227619047619046
26531,0.067125,0.044416666666666674,0.8884583333333335
26532,0.5836803846997796,0.06623015215878274,0.35008946314143763
26533,0.057249999999999995,0.09922619047619047,0.8435238095238096
26534,0.13479166666666667,0.15020238095238095,0.7150059523809524
26535,0.07820833333333334,0.11511904761904761,0.806672619047619
26536,0.25719642857142855,0.10799999999999998,0.6348035714285714
26537,0.068125,0.08857142857142858,0.8433035714285715
26538,0.042166666666666665,0.20751785714285714,0.7503154761904761
26539,0.057458333333333333,0.19579166666666661,0.7467500000000001
26540,0.2916130952380952,0.34779166666666655,0.360595238095238
26541,0.007065639269406393,0.034285256410256405,0.9586491043203372
26542,0.05723214285714286,0.21002083333333332,0.7327470238095236
26543,0.15919246031746032,0.153218253968254,0.6875892857142857
26544,0.18279464285714286,0.17407738095238096,0.6431279761904761
26545,0.055583333333333325,0.2667380952380952,0.6776785714285714
26546,0.045375,0.16383333333333333,0.7907916666666668
26547,0.035458333333333335,0.042749999999999996,0.9217916666666666
26548,0.07758333333333334,0.09416666666666666,0.82825
26549,0.4363511904761905,0.5636488095238096,0.0
26550,0.02008333333333333,0.38897294372294416,0.5909437229437227
26551,0.010083333333333333,0.4590535714285714,0.5308630952380952
26552,0.04333333333333332,0.1238035714285714,0.8328630952380953
26553,0.13154761904761908,0.1121875,0.756264880952381
26554,0.29724999999999996,0.4530833333333334,0.24966666666666662
26555,0.12221726190476184,0.04145833333333332,0.8363244047619048
26556,0.04020833333333333,0.22218749999999995,0.737604166666667
26557,0.10795348532494758,0.10461039982030547,0.7874361148547468
26558,0.5926785714285713,0.094875,0.3124464285714286
26559,0.20767857142857143,0.07265277777777779,0.7196686507936506
26560,0.08543750000000001,0.20204166666666662,0.7125208333333335
26561,0.0695,0.17971428571428574,0.7507857142857144
26562,0.10481249999999999,0.10822321428571428,0.7869642857142857
26563,0.1039702380952381,0.10807142857142857,0.7879583333333333
26564,0.027666666666666666,0.09333928571428572,0.8789940476190476
26565,0.03151984126984127,0.44361706349206353,0.5248630952380953
26566,0.15888275193798448,0.2180164728682171,0.6231007751937984
26567,0.06712499999999999,0.035750000000000004,0.8971250000000001
26568,0.18633333333333332,0.8045,0.009166666666666667
26569,0.04303571428571429,0.25745833333333334,0.6995059523809524
26570,0.1450416666666667,0.35730357142857144,0.497654761904762
26571,0.07041666666666667,0.05266666666666667,0.8769166666666665
26572,0.2569434523809524,0.2856696428571429,0.4573869047619048
26573,0.09856250000000001,0.18990376984126978,0.7115337301587303
26574,0.2524013157894737,0.05400657894736842,0.6935921052631582
26575,0.14487499999999998,0.1608214285714286,0.6943035714285714
26576,0.13047023809523808,0.08591964285714285,0.7836101190476189
26577,0.10961210317460317,0.15810218253968256,0.7322857142857143
26578,0.09602083333333333,0.47593452380952384,0.4280446428571429
26579,0.3643809523809524,0.6356190476190478,0.0
26580,0.1496666666666667,0.20054761904761903,0.6497857142857143
26581,0.1304047619047619,0.2516428571428571,0.617952380952381
26582,0.011625000000000002,0.02025,0.968125
26583,0.02245833333333333,0.0985833333333333,0.8789583333333333
26584,0.09886309523809522,0.16592857142857143,0.7352083333333332
26585,0.06962499999999999,0.5429166666666666,0.38745833333333335
26586,0.27973809523809534,0.40238988095238093,0.31787202380952384
26587,0.16690178571428568,0.3855208333333334,0.447577380952381
26588,0.04116666666666667,0.07923214285714286,0.8796011904761903
26589,0.04214818295739349,0.08716416040100251,0.870687656641604
26590,0.05628273809523809,0.6914513888888891,0.252265873015873
26591,0.16716666666666666,0.8328333333333333,0.0
26592,0.20554166666666668,0.10283333333333333,0.6916249999999999
26593,0.14504761904761904,0.23031547619047626,0.6246369047619048
26594,0.06316666666666666,0.16566666666666666,0.7711666666666666
26595,0.034541666666666665,0.06345833333333334,0.902
26596,0.08350000000000002,0.11387499999999999,0.802625
26597,0.0228125,0.6220535714285715,0.35513392857142856
26598,0.07520833333333334,0.14140476190476192,0.7833869047619045
26599,0.08314583333333334,0.17736309523809524,0.7394910714285716
